aba	acostamento/berma/bainha/margem/borda
medo	estupefação/pânico/consternação/terror/calafrio/difidencia/histeria/pavor/tremedeira/tremura/timidez/arrepio/consternação/intimidação/temor/terror/tremor/dor
meio	habitat/cenário/asas/partes/evasão/asa/ambiente/instrumento/recurso/ferramenta/estrada/caminho
melhora	restauração/renovação/melhoramento
melhoramento	retificação/reforma/correção/aperfeiçoamento/clarificação/conserto/humanização/limpada/modernização/optimização/otimização/reparo/upgrade/aprimoramento/desenvolvimento/enriquecimento/ventilação/perfeição/renovação/reparação/limpeza/melhoria
melhoria	reaparecimento/ressurgência/restauração/retificação/revitalização/revivalismo/reforma/ressurreição/retomada/renovação/anexo/correção/asa/aditivos/ajustamento/aperfeiçoamento/clarificação/conserto/humanização/limpada/modernização/optimização/otimização/reconsideração/reparo/upgrade/alongamento/aprimoramento/desenvolvimento/enriquecimento/ventilação/conservação/perfeição/renovação/reparação/limpeza/melhoramento/recuperação
melodia	encabeçamento
membrana	coroide/coróide/córnea/gabionada/meninges/mucosa/retina/sarcolema/trofoblasto/íris/tímpano/túnica/diafragma
membro	coxa/braço/anca/perna/aleta/ante-braço/antebraço/comissário/parápode/puã/dígito/soror/vereador/barbatana/frade/irmã/dedo/irmão/perna
memória	associação/conexão/reminiscência/identificação/reconhecimento/recuperação
menina	escolar/estudante
menininha	escolar/estudante
menino	bebé/criancinha/nenê/recém-nascido/bebê/catamita/diabrete/enteado/gaiato/gandula/moleque/pivete/filha/prodígio/órfão/garoto/moço/criança/filho/rapaz
meninota	escolar/estudante
menor	adolescente/moço/rapaz/moça/rapariga/pre-adolescente/criança/jovem/menino
mensagem	abaixo-assinado/aconselhamento/disparate/insensatez/narrativa/narração/postulação/requerimento/significância/submissão/tolice/agouro/bobagem/indício/presságio/propaganda/requisição/significação/solicitação/conselho/correio/direção/indicação/linguagem/matéria/promoção/publicidade/transmissão/tópico/assunto/besteira/discurso/petição/tema/idioma/informação/apelo/opinião/significado/anúncio/entrada/língua/história/sinal/intenção/desrespeito/excurso/lembrete/recusa/telegrama/bobagem/documento/parêntese/proposta/afirmação/aplauso/infecção/linguagem/tópico/assunto/besteira/conteúdo/discurso/reconhecimento/voz/declaração/humor/instrução/anúncio/língua/estilo/aprovação
mensuração	antropometria/audiometria/batimetria/calorimetria/cefalometria/densitometria/dosimetria/espirometria/gravimetria/hidrometria/hipsometria/quantificacao/quantificação/telemetria/tonometria/topografia/observação
mente	subconsciência/inconsciente
mercado	monopsônio/oligopolio/oligopólio/monopólio
mercadoria	importação/estoque/inventário/produto/artigo/carregamento/contrabando/exportação/frete/genérico/tecido/carga/futuro
mercantilismo	industria/marketing/mercadologia/tráfico/marketing/tráfego/trânsito/pagamento/empresa/negócio/comércio/distribuição/distribuição/exportação/importação/comércio/venda
mesa	balcão/escrivaninha/secretária/altar/escrivaninha/secretária
meta	alfabetismo/alfabetização/finalidade/intento/propósito/arte/objectivo/objetivo/fim/habilidade/intenção/náutica/equitação/pontaria/destino/intenção
metais	aluminio/alumínio/cobre/estanho/sodio/sódio/chumbo/cobre/ferro/alcalinos/americio/amerício/antimonio/antimónio/antimônio/bario/berilio/berkélio/berquelio/berquélio/berílio/bismuto/bário/cadmio/calcio/californio/califórnio/cerio/cobalto/cromio/crómio/crômio/cádmio/cálcio/cério/césio/cúrio/disprosio/disprósio/einsteinio/einstenio/einstânio/einstêinio/einstênio/erbio/escandio/escândio/estroncio/estrôncio/európio/fermio/francio/frâncio/férmio/gadolinio/gadolíneo/gadolínio/galio/gálio/hafnio/holmio/háfnio/hólmio/iridio/irídio/iterbio/itrio/itérbio/lantanio/lantânio/lutecio/lutécio/lítio/magnesio/magnésio/magnêsio/manganes/manganés/manganésio/manganês/molibdenio/molibdénio/molibdênio/neodimio/neodímio/neptúnio/niobio/niquel/nióbio/osmio/paladio/paládio/polonio/polónio/polônio/potassio/praseodimio/praseodímio/promécio/protactinio/protactínio/renio/rodio/rubidio/rubídio/rutenio/ruténio/rutênio/rénio/rênio/ródio/samario/samário/talio/tantalo/tantálio/tecnecio/tecnécio/terbio/titanio/titânio/torio/tulio/tungstenio/tungsténio/tungstênio/tálio/tántalo/tântalo/térbio/tório/túlio/urânio/vanadio/vanádio/volfrâmio/zinco/zirconio/zircónio/zircônio/érbio/ítrio/ósmio/cromo/mercúrio/potássio/rádio/mercúrio/níquel/índio/rádio
metal	aluminio/alumínio/cobre/estanho/sodio/sódio/chumbo/cobre/ferro/alcalinos/americio/amerício/antimonio/antimónio/antimônio/bario/berilio/berkélio/berquelio/berquélio/berílio/bismuto/bário/cadmio/calcio/californio/califórnio/cerio/cobalto/cromio/crómio/crômio/cádmio/cálcio/cério/césio/cúrio/disprosio/disprósio/einsteinio/einstenio/einstânio/einstêinio/einstênio/erbio/escandio/escândio/estroncio/estrôncio/európio/fermio/francio/frâncio/férmio/gadolinio/gadolíneo/gadolínio/galio/gálio/hafnio/holmio/háfnio/hólmio/iridio/irídio/iterbio/itrio/itérbio/lantanio/lantânio/lutecio/lutécio/lítio/magnesio/magnésio/magnêsio/manganes/manganés/manganésio/manganês/molibdenio/molibdénio/molibdênio/neodimio/neodímio/neptúnio/niobio/niquel/nióbio/osmio/paladio/paládio/polonio/polónio/polônio/potassio/praseodimio/praseodímio/promécio/protactinio/protactínio/renio/rodio/rubidio/rubídio/rutenio/ruténio/rutênio/rénio/rênio/ródio/samario/samário/talio/tantalo/tantálio/tecnecio/tecnécio/terbio/titanio/titânio/torio/tulio/tungstenio/tungsténio/tungstênio/tálio/tántalo/tântalo/térbio/tório/túlio/urânio/vanadio/vanádio/volfrâmio/zinco/zirconio/zircónio/zircônio/érbio/ítrio/ósmio/cromo/mercúrio/potássio/rádio/mercúrio/níquel/índio/rádio
meteoro	meteorito/aerólito
meteoroide	meteorito/aerólito
meteoróide	meteorito/aerólito
metodo	metodologia/metodólogia/metodologia/metodologias/métodos/técnica/solução/sistema
metro	báscula/balança/gangorra/régua/acelerómetro/acelerômetro/actinometria/altimetro/altímetro/barómetro/barômetro/bolometro/bolómetro/bolômetro/bureta/calibrador/calorímetro/colorímetro/densímetro/dinamómetro/dosímetro/eletroscópio/esferómetro/esferômetro/eudiômetro/fotómetro/fotômetro/higrómetro/higrômetro/oitante/paquímetro/pedómetro/pedômetro/piezómetro/piezômetro/pipeta/planímetro/podómetro/podômetro/radar/refractómetro/refractômetro/sonar/sonómetro/tacômetro/telemetro/telémetro/telêmetro/termómetro/termômetro/viscosímetro/wattímetro/bitola/dinamômetro/sextante/contador/setor/quadrante/relógio
microorganismo	vírus/bactéria/micróbio/patógeno/protista/protoctista/prototista
microrganismo	vírus/bactéria/micróbio/patógeno/protista/protoctista/prototista
migração	imigração/emigração/expatriação
militar	veterano/anzac/artilheiro/ex-soldado/fuzileiro/janízaro/legionário/poilu/pracinha/reservista/comando/gurkha/marinheiro/ranger/veterano/paraquedista/recruta/comandante/voluntário/oficial
mina	hulheira
mineral	acantita/ambligonita/anfíbola/apatita/aragonita/arsenopirita/auripigmento/bauxita/berilo/blenda/borax/bórax/calamina/calcocita/calcopirita/carnallita/cassiterita/cianite/clorito/coltan/corindon/coríndon/criolita/crisoberilo/cristobalita/cromita/cuprita/dolomita/esmeril/espinela/estibina/fluorita/gadolinita/galena/garnierita/gibbsita/gipsita/glauconita/halita/ilmenita/kieserita/magnesita/malaquita/mica/minério/monazita/niobite/olivina/opala/osmirídio/pirita/piromorfita/piroxena/pirrotite/polucita/quartzo/quarço/realgar/rutilo/rútilo/scheelita/talco/tantalita/topázio/tormalina/tridimita/turmalina/vanadinita/vermiculita/wollastonita/wulfenite/xenótimo/zeólito/zircão/betume/esmeril/água-marinha/asfalto/gesso/granada/turquesa
minérios	acantita/ambligonita/anfíbola/apatita/aragonita/arsenopirita/auripigmento/bauxita/berilo/blenda/borax/bórax/calamina/calcocita/calcopirita/carnallita/cassiterita/cianite/clorito/coltan/corindon/coríndon/criolita/crisoberilo/cristobalita/cromita/cuprita/dolomita/esmeril/espinela/estibina/fluorita/gadolinita/galena/garnierita/gibbsita/gipsita/glauconita/halita/ilmenita/kieserita/magnesita/malaquita/mica/minério/monazita/niobite/olivina/opala/osmirídio/pirita/piromorfita/piroxena/pirrotite/polucita/quartzo/quarço/realgar/rutilo/rútilo/scheelita/talco/tantalita/topázio/tormalina/tridimita/turmalina/vanadinita/vermiculita/wollastonita/wulfenite/xenótimo/zeólito/zircão/betume/esmeril/água-marinha/asfalto/gesso/granada/turquesa
miscelanea	seleção/gororoba/miscelânea/mistureba/selecção/gama/seleção/mistura
missiva	invitação/convite/aerograma/encíclica/encíclicas/epístola/pastoral/carta
missão	embaixada
mistura	soluto/seleção/solução/coloide/colóide/eutético/gororoba/miscelânea/mistureba/oxiacetileno/selecção/gama/gesso/liga/seleção/solução/suspensão
miséria	indigência/privação/pobreza/destituição
mobiliário	alcatifa/alfaia/aparelhador/cómoda/gaveteiro/movéis/reposteiro/candeeiro/carpete/cortina/cômoda/luminária/mobília/tapeçaria/assento/tapete/estante/mesa/móvel/armário/cadeira/aparelhagem/bufete/estante/guardarroupas/prateleiras/guarda-roupas/estante/mesa/pia/armário
mobília	alcatifa/alfaia/aparelhador/cómoda/gaveteiro/movéis/reposteiro/candeeiro/carpete/cortina/cômoda/luminária/tapeçaria/mobiliário/assento/tapete/estante/mesa/móvel/armário/cadeira/aparelhagem/bufete/estante/guardarroupas/prateleiras/guarda-roupas/estante/mesa/pia/armário
mocinha	escolar/estudante
modalidade	controle
modelo	apoteose/globo/planetários/supermodelo/planetário
modificação	decréscimo/falecimento/mutação/dano/estrago/flutuação/avaria/mutação/variação/prejuízo/surpresa/queda/diminuição/abatimento/morte/mudança/acomodação/personalização/adaptação/desaceleração/dispersão/retardação/revolução/transmutação/deformação/mutação/nascimento/aceleração/transformação/crescimento/transição/aumento/mudança
modo	asas/evasão/asa/instrumento/recurso/ferramenta/estrada/caminho
moeda	cache/cêntimo/numerário/centavo/divisa/peça/capital/prata/dinheiro/fundo/cobres/grana/guito/guinéu/medalhão/xelim/cobre/ducado/níquel/águia/dólar/dinheiro/massa
moita	rosa/rosas/rosa/alcaparra/buxo/bérberis/empetrum/eufórbio/fuchsia/fúchsia/gardênia/hortênsia/jasmim/jasmim-da-noite/kolkwitzia/lavanda/madressilva/mamona/medronho/mesquite/mimosa/oxicoco/patchouli/pilriteiro/podocytisus/pyracantha/rododentro/rooibos/sarcobatus/streptosolen/tamarga/tamargueira/tamarilho/tamarisco/tamariz/tojal/tojo/tramaga/tramagueira/urze/uva-espim/cânhamo/feijoa/jujuba/malva/medronheiro/pimentão/zimbro/charneca/coca/groselheira/lilás/pimenta/algodão/maconha/mirtilo
molho	pesto
molusco	cefalopodes/cefalópodes/polyplacophora/gastrópodes
moluscos	cefalopodes/cefalópodes/polyplacophora/gastrópodes
molécula	coenzima/edta/macromolécula
momento	saída/prazo/início/começo/princípio/climax/efêmera/pouquinho/ultimação/quando/término/encarnação/meio-termo/data/minuto/distância/então/fase/instante/termo/bocado/conclusão/pouco/hora/fim/dificuldade/segundo/dia/cabo/final/meio/tempo/período
montanha	vulcão/alpe/outeiro/dilúvio/planalto/colina
montanhas	vulcão/alpe
montante	subtotal
monte	vulcão/alpe/barbeta/mamoa/mâmoa/outeiro/pira/sambaqui/terrapleno/planalto/colina/estoque/montão/reserva/pilha
montão	leva/pira/sambaqui/dilúvio/horda/turba/estoque/tropa/legião/exército/reserva/pilha/multidão/massa
montículo	verruga
monumento	cenotáfio/lápide/estela
monumentos	cenotáfio/lápide/estela
morada	vivenda/habitação/casa/ger/chaminé/lar
moradia	vivenda/dormitório/habitação/casa/ger/harém/quartel/chaminé/lar
morador	aldeã/aldeão/ocupante/residente/asiano/filisteus/hititas/ilhéu/insulano/terráqueo/trinidadiano/alsaciano/asiática/asiático/estado-unidense/europeu/filisteu/galileu/neozelandês/americano/australiano/nazareno/norte-americano/ocidental/latino/terrestre
morais	consciência/hedonismo
moral	bondade/consciência/virtude/castidade/hedonismo/pureza/honestidade/consciência/justiça/virtude
moralidade	bondade/consciência/virtude/castidade/hedonismo/pureza/honestidade/consciência/justiça/virtude
morro	outeiro/planalto/colina
morte	sacrificio/suicídio/auto-destruição/sacrifício/electrocussão/eletrocução/envenenamento/eutanásia/genocídio/genocídios/necrose/sufocamento/decapitação/fatalidade/gangrena/asfixia/expiração/homicídio/martírio/matar
morto	enchido/defunto/cadáver/corpo/múmia/múmias/carniça/cadáver
mostra	bónus
mota	ciclomotor/motocross/moto/motocicleta
motivação	morais/moralidade/ética/impulso/moral/vida
motivo	morais/moralidade/ética/impulso/moral/vida
moto	ciclomotor/motocross/mota/motocicleta
motocicleta	ciclomotor/motocross/moto/mota
motor	motores/máquina/gerador
motores	motor/máquina/gerador/motor
mouse	murganho/camundongo
movimento	vacilação/migração/precipitação/regresso/vaga/torção/onda/retorno/caçada/descensão/engatinhamento/moto-contínuo/recuo/reformismo/sionismo/torcida/travessia/ascensão/avanço/coice/deslizamento/locomoção/palpitação/repercussão/trêmulo/deslocamento/elevação/perseguição/progressão/aceleração/aproximação/onda/manobra/viagem/tremor/passagem
movéis	aparelhador/cómoda/gaveteiro/candeeiro/cômoda/luminária/assento/estante/mesa/armário/cadeira/bufete/estante/guardarroupas/prateleiras/guarda-roupas/estante/mesa/pia/armário
moça	funcionária/maria-rapaz/operária/trabalhadora/escolar/gata/mina/senhorita/donzela/menina/garota/estudante/rapariga/mulher
moço	catamita/gandula/garoto/filho/rapaz/menino
mudança	decréscimo/falecimento/mutação/ascenção/dano/estrago/flutuação/rotação/avaria/mutação/variação/gesto/promoção/troca/prejuízo/transição/surpresa/queda/diminuição/sinal/abatimento/morte/adução/agachamento/cócoras/diversificação/pirolise/pirólise/reviravolta/secularização/abducção/abdução/ajuste/aljava/alteração/conversão/dardo/degeneração/desaceleração/dispersão/genuflexão/reforço/reorientação/retardação/revolução/simplificação/transmutação/traslado/varredura/vicissitude/adulteração/agitação/deformação/deslocamento/modificação/mutação/nacionalização/nascimento/substituição/aceleração/satisfação/transformação/crescimento/golpe/melhoria/onda/transição/diferença/progresso/tremor/abertura/inclinação/movimento/aumento
mulher	dona-de-casa/namorada/viúva/dona/esposa/viuvez/menina/senhora/dama/amante/garota/rapariga/celibatária/chefa/devassa/directoria/divorciada/dominatrix/ex-mulher/funcionária/gostosa/gueixa/huri/idosa/interesseira/jezebel/madame/maria-rapaz/marquesa/matriarca/messalina/ménades/mênades/ninfeta/operária/quenga/rameira/separada/silfide/trabalhadora/uxor/velha/vestal/amiga/babá/beleza/cortesã/dona/ex/gata/meretriz/princesa/solteira/avião/grávida/heroína/mina/negra/senhorita/vadia/donzela/menina/prostituta/puta/senhora/dama/amante/garota/moça/rapariga
multidão	leva/dilúvio/horda/turba/tropa/legião/exército/massa
mundo	natureza
municipalidade	arraial/burgo/urbe/metrópole/aldeia/cidade/distrito/povoado/vila/metrópoles/metrópole/cidade
município	arraial/burgo/urbe/metrópole/aldeia/cidade/distrito/povoado/vila/metrópoles/metrópole/cidade
munição	bomba/circuitaria/metralha/cartucho/ferragens/pente/quinquilharia/cartucho/armamento/arma
muro	empena/gablete/parapeito
mus	murganho/camundongo
musculo	esfíncter
musico	maestro/compositor/cantor/virtuoso
mutante	esdrúxulo/monstro
mutantes	esdrúxulo/monstro
mutação	esdrúxulo/monstro
mágoa	desgosto/amargura/tristeza/dor/pesar/contrição/remorso
máquina	moinhos/calculadora/maquinaria/maquinário/moinho/computador/roda/imprensa/agrafador/bate-estaca/batoneira/betoneira/calculador/calculadoras/calculista/decodificador/escavadeira/escavadora/fonógrafo/gim/grampeador/impressor/polia/prensa/roldana/tipógrafo/toca-discos/calculadora/gramofone/impressora/motores/simulador/alavanca/computador/calendário/gerador/imprensa/motor
