1940s	decênio/década
mamã	progenitora/mãe
mamãe	progenitora/mãe
manancial	procedência/raiz/nascente/fonte
mancha	equívoco/nódoa/simbolo/símbolos/aceno/emblema/engano/símbolo/falha/sinal/erro
manda-chuva	alguém/indivíduo/alma/pessoa
mandala	ornamento
mandamento	comando/ordem
mandarim	funcionário/serventuário
mandatário	autoridade
mandibula	mandíbula
mandioca	raíz/raiz
mandragora	raíz/raiz
mandril	árvore
mandrágora	raíz/raiz
mandíbula	osso/traço
maneira	feição/peculiaridade/estado/situação/condição/estado
manequim	criado/ajudante/assistente/servidor
manganes	metal/metais
manganés	metal/metais
manganésio	metal/metais
manganês	metal/metais
mangue-branco	árvore
manhã	etapa/tempo/período
manicomio	enfermaria/hospital
manicuro	assintência/cuidado
manifestação	demo/agouro/indício/presságio/demonstração/indicação/protesto/sinal
manifesto	asserção/declaração
manilha	barra
maninho	irmão
manipulador	causador/causa
maniqueismo	religião/fé
maniqueísmo	religião/fé
manjericão	erva
manjerona	erva
manjuba	peixe
manobra	operação
manopla	luva
mansarda	pavimento/piso/andar
mansão	vivenda/habitação/casa
manta	coberta/cobertor/colcha
manteigueira	louça/prato
mantissa	fracção/fração
manto	camada/estrato
mantra	lemas/mote/cambial/lema
manufatura	industria/fábrica/usina/empresa/negócio/planta/comércio
manutenção	pão
maná	nutriente/comida/alimento
mané	perdedor/fracassado
maometismo	civilização
maoísta	proponente/defensor/advogado/representante
mapeamento	procedimento/processo
maquinaria	máquina
maquinário	maquinaria/máquina/sistema/organização
marabou	plumagem/pluma/pena
marajá	príncipe
maratona	projeto/tarefa
marca	simbolo/símbolos/aceno/agouro/emblema/indício/presságio/indicação/símbolo/sinal
marcadores	simbolo/símbolos/aceno/emblema/símbolo/sinal
marcenaria	ofício/arte/profissão
marcha	treinamento/treino/mecanismo/preparação
marco	critério/padrões/referência
maremoto	sismo/sismos/terramoto/terremoto/calamidade/cataclismo/catástrofes/tragédia/catástrofe/flagelo/vaga/desastre/onda/tremor
maresia	vento
marga	solo/terra
margarida	flor
margarida-vulgar	flor
margaridinha	flor
margarina	pasta
margem	declive/declives/subida/encosta/costa/ladeira
marginal	fora-da-lei/malfeitor/criminoso/bandido
maria-chiquinha	trança
marido	cónjuge/consorte/cônjuge/esposa/esposo/parente/companheiro
marinheiro	marujo/tripulante
marinho	azul
marketing	comercialismo/compras/mercantilismo/procura/comércio
marmita	caçamba/cubeta/balde
marquesa	esposa/mulher
marreta	martelo
martírio	dor/falecimento/angústia/morte/dor
mascador	consumidor
mascarado	participante
masculinidade	feição/peculiaridade/sexualidade/gênero/sexo
masdaísmo	religião/fé
masmorra	aposento/calabouço/cela/quarto/sala
massa	colecção/turba/coleção/aglomeração/pasta/acúmulo/montão/prato/multidão
massacre	assassínio/assassinato/homicídio
massoreta	estudioso/erudito/especialista/acadêmico
mastaba	tumba/túmulo/sepultura
mastim	cachorro/cão
mata	flora/vegetação/chão/relevo/solo/terra
mata-borrão	papel
matacão	rocha/pedra
matador	alguém/indivíduo/alma/pessoa
matadouro	prédio/edifício
matarruano	alguém/indivíduo/alma/pessoa
matematica	ciência
matemática	ciência
matemático	cientista
materiais	informação/substância
material	equipamento/informação/ferramenta
maternidade	parentesco/relação
matiz	significância/significação/significado/intenção
matriarca	mulher
matriz	escritório/informação
matronímico	antenome/prenome/nome
matusalem	homem
matéria	informação
matéria-prima	materiais
maxila	mandíbula
maxilar	mandíbula
maça	vareta
maçonaria	companherismo
mação	artesão/artífice
meandro	curva/arco
meca	área/região
mecanica	desempenho/performance/execução/realização
mecanismo	desempenho/performance/execução/realização
mecenato	aprovaçã0/aprovação
mecânica	física
mecânico	artesão/artífice
medalhão	divisa/peça/moeda/porção/prata
mediana	média/norma
mediação	estado-maior/tramitação/negociação/conversa/pessoal
medicamento	entorpecente/droga/remédio
medida	grandeza/magnitude/número
meditação	consideração/reflexão
medo	abalo/comoção/consternação/emoção/sentimento/temor/terror
medricas	alguém/indivíduo/alma/pessoa
medronheiro	arvoreta/arbusto/mato/moita
medronho	arvoreta/arbusto/mato/moita
megacólon	cólon
meia-irmã	soror/irmã
meia-noite	hora
meia-vida	etapa/tempo/período
meio	nutriente/comida/interior/alimento/substância
meio-campo	jazida
meio-dia	hora
meio-fio	aresta
meios	fundos/capital
meirinho	funcionário/serventuário
melasma	sintoma
meleca	marcador
melhora	estado/situação/condição/estado
melhoramento	melhora/melhoria
melhoria	estado/situação/componente/condição/estado/parte
melodia	música/texto
melodrama	comédia
membro	categoria/porção/componente/parte
memento	livro
memória	hardware
memórias	ensaios/ensaio
menestrel	intérprete
menina	mulher
meningioma	neoplasia/tumor/tumores
meningite	sintoma
menino	alguém/descendência/indivíduo/garoto/moço/alma/criança/descendente/filho/rapaz/pessoa
menor	alguém/indivíduo/alma/pessoa
menoridade	número
menorragia	sintoma
mensagem	comunicação
mentalidade	atitude
mente	cognição/finalidade/intento/propósito/noção/objectivo/objetivo/conhecimento/compreensão/intenção
mentira	ambiguidade/falsidade/história
mentirinha	falsidade/mentira/história
mento	traço
menu	listagem/lista
menção	apontamento/anotação/nota
mercado	shopping/estrato/classe
mercadologia	comercialismo/mercantilismo/comércio
mercador	negociante/comerciante
mercadoria	produto/artigo
mercantilismo	transação
mercearia	chácara/granja/quinta/sítio/fazenda
merceeiro	mercador/negociante/comerciante
mercenário	assalariado/empregado/operário
mercúrio	metal/metais/temperatura
merda	lixo/resíduo
merecimento	importância/valor
merenda	repasto/refeição
meretriz	mulher
meritocracia	ideologia
merônimo	verbo/vocábulo/termo/palavra
mesa	alfaia/movéis/mobília/mobiliário/móvel
mesada	cache/numerário/dinheiro
mesosfera	camada/estrato
mesquite	arvoreta/arbusto/mato/moita
messalina	mulher
mestiço	alguém/indivíduo/alma/pessoa
mestrado	diploma/grau
mestre	instrutor/empregador/estudioso/docente/erudito/especialista/artista/acadêmico/autoridade/professor
meta	destino
meta-linguagem	linguagem/discurso/idioma/língua
metacarpal	osso
metacarpiano	osso
metacárpico	osso
metafísica	filosofia
metalinguagem	linguagem/discurso/idioma/língua
metalurgia	ciência
metanfetamina	anfetamina/anfetaminas
metanol	carburante/combustível
metecos	estrangeira/estrangeiro
metempsicose	fenómeno/fenômeno
metodologia	metodo/método/métodos/técnica
metodologias	metodo/método/métodos/técnica
metodólogia	metodo/método/métodos/técnica
metragem	filme
metro	caminho-de-ferro/ferrovia/aparelho/instrumento/ferramenta
metrologia	ciência
metropolitano	caminho-de-ferro/ferrovia
metrô	caminho-de-ferro/ferrovia
mexerico	disparate/insensatez/tolice/bobagem/besteira
mezzanino	edifício/tecido/estrutura
mi	caracter/caractér/carácter/letra
mica	minérios/mineral
micela	partículas/partícula
micro-ônibus	autocarro/ônibus
microchiroptera	morcego/quirópteros
microeconomia	economia
microelectrónica	electrónica/eletronica/eletrónica/eletrônica
microelectrônica	electrónica/eletronica/eletrónica/eletrônica
microeletrónica	electrónica/eletronica/eletrónica/eletrônica
microeletrônica	electrónica/eletronica/eletrónica/eletrônica
microevolução	evolução/filogenia/filogênese/evolução
microfilme	filme
microgravidade	peso
micronutriente	nutriente/comida/alimento
microprocessador	chip/microchip
microprocessadores	chip/microchip
microscopia	pesquisa
microscopista	cientista
mielina	lípidos/gordura
miga	bocada/mordida/bocado/pedaço
migalha	bocada/mordida/bocado/pedaço
milhete	farinhas/cereal
milho	farinhas/cereal
milionésimo	hierarquia/posto/classe/posição
milénio	etapa/aniversário/tempo/período
milésima	hierarquia/posto/classe/posição
milésimo	hierarquia/posto/classe/posição
milênio	doutrina/etapa/aniversário/filosofia/tempo/período
mimosa	arvoreta/arbusto/mato/moita
minador	insectos/insetos/hemípteros/insecto/inseto
minarete	torres/roque/torre
mineiro	obreiro/trabalhador/operário
mineral	materiais
mineralogista	cientista
minestrone	sopa
mingau	prato
mini	saia
mini-saia	saia
miniatura	cópia/reprodução
minimização	redução/diminuição
minissaia	saia
ministério	prédio/edifício
minoria	número
minorias	número
minuto	distância
minério	minérios/mineral
minérios	materiais
minúcia	objeto
minúncia	detalhe
minúscula	grafema/letra
mirante	área/região
miringotomia	cirurgia/operação
mirtilo	arvoreta/arbusto/baga/mato/moita/fruto/fruta
miscelanea	colecção/coleção/aglomeração/acúmulo
miss	título
missal	livro
missionário	instrutor/docente/mestre/professor
missiva	texto
missão	manobra/operação/organização
missô	pasta
misticetos	beleia/caxarelo/caxaréu/rorqual/baleia
misticismo	religião/fé/ideia
mistura	colecção/mixagem/coleção/aglomeração/acúmulo/substância
mitigação	redução/diminuição
mitologia	colecção/coleção/aglomeração/acúmulo
mittelschmerz	dor
mitzvá	acção/feito/ato/ação
mixto	caminhos-de-ferro/locomotivas/trem/comboio
mobilização	assembléia/reunião
mobiliário	jogo/grupo
mocassim	sapato/calçado
mod	adolescente/moço/rapaz/moça/rapariga
moda	média/norma
modalidade	feição/peculiaridade
modelo	criado/líder/ajudante/assistente/chefe/servidor/esquema/exemplo
moderação	redução/grau/diminuição
modernismo	costume/hábito
modificação	cópia/reprodução
modismo	propaganda/promoção/publicidade/anúncio
modista	mercador/negociante/comerciante
moeda	cobre/divisa/peça/prata/dinheiro
mofo	solo/terra
mogno	árvore/madeira
mohair	têxteis/pano/tecido/fazenda
moinho	maquinaria/maquinário/máquina
moinhos	maquinaria/maquinário/máquina
moita	flora/vegetação
molar	dentes/dente
molaridade	concentração
moldagem	escultura
molde	sobremesa/doce/exemplo/prato/modelo
moleiro	artesão/artífice
moleza	feito/conquista/façanha/projeto/tarefa/realização
molhe	palanque/tablado/tribuna
molheira	louça/prato
molibdenio	metal/metais
molibdénio	metal/metais
molibdênio	metal/metais
moloch	poder/força
momento	actualidade/etapa/hoje/presente/tempo/período
monazita	minérios/mineral
monismo	doutrina/filosofia
monitor	orientador/supervisor
monocarril	caminho-de-ferro/ferrovia
monofonia	música
monogamia	conúbio/matrimónio/matrimônio/casal/casamento
monograma	simbolo/símbolos/aceno/emblema/símbolo/sinal
monoplano	aeroplano/avião
monopólio	ascendencia/dominancia/superioridade/controle/domínio
monovolume	auto/automóvel/viatura/carro/veículo
monta-cargas	ascensor/elevador
montanhismo	esporte
montante	soma/quantidade/número
monte	colecção/coleção/aglomeração/edifício/tecido/acúmulo/estrutura/massa
monturo	locação/sítio/lugar
montão	colecção/coleção/cúmulo/aglomeração/monte/acúmulo/pilha/grupo
monumento	locação/edifício/sítio/tecido/estrutura/lugar
monumentos	locação/edifício/sítio/tecido/estrutura/lugar
monção	vento/chuva
morada	alojamento/abrigo/casa
moradia	alojamento/abrigo/casa
morador	alguém/habitante/indivíduo/alma/pessoa
morais	motivação/necessidade/motivo/intenção
moral	significância/motivação/significação/necessidade/motivo/significado/intenção
moralidade	motivação/necessidade/motivo/intenção
morango	baga/fruto/fruta
morcela	enchidos/lingüiça/salsicha
mordedura	ferida/ferimento/lesão
mordida	ferida/ferimento/lesão/vitória
mordomo	servidor
morena	alguém/indivíduo/alma/pessoa
morfogénese	ontogenia/ontogénese/crescimento
morfogênese	ontogenia/ontogénese/crescimento
morfologia	gramática
moroso	alguém/indivíduo/alma/pessoa
morte	alguém/falecimento/alteração/indivíduo/modificação/variação/alma/pessoa/mudança
morteiro	vasilhame/vasilha/vaso
morto	população/gente/pessoal/povo
mosaicos	forma/padrão
mosca	diptera
mosca-doméstica	diptera/mosca
mosca-tsé-tsé	diptera/mosca
moshav	aldeia/povoado/vila
mosquiteiro	rede
mosquito	pernilongo
mossa	consequência/conseqüência/efeito/resultado/fim
mostra	instância/exemplo/representante
mota	moto/motocicleta
mote	locução/provérbio/ditado/expressão/idioma
motim	insurreição/revolta/rebelião
motinada	insurreição/revolta/rebelião
motivação	estado/acção/feito/situação/ato/condição/estado/ação
motivo	aria/toada/conceito/melodia/idéia/ornamento/pensamento/tema/opinião
moto	mota/motocicleta
motocicleta	moto/mota
motocross	moto/mota/motocicleta
motor	causador/maquinaria/motores/máquina/causa
motores	maquinaria/máquina
motorista	conductor/chofer/condutor
moussaka	prato
mousse	sobremesa/doce
movimento	jogada
mozarela	queijo
mozart	música
moça	mulher
moço	garoto/rapaz/menino
muco	secreção
mudança	alteração/consequência/conseqüência/modificação/variação/efeito/resultado/fim
mudra	gesto/sinal
muenster	queijo
mujahidin	exército
mulher	cónjuge/consorte/cônjuge/esposa/esposo/marido/adulto/companheiro/estrato/classe
mulherengo	homem
mulherio	estrato/classe
multiculturalismo	doutrina/filosofia
multidão	colecção/turba/coleção/aglomeração/acúmulo/montão
multiestágio	etapa/tempo/período
multiplicação	incremento/acréscimo/crescimento/aumento
multiplicidade	grandeza/magnitude/número
mundo	humano/população/gente/pessoal/povo
muralismo	pintura
murganho	mus/camundongo/mouse/ratazana/rato
murmúrio	ruído
muro	estacada/paliçada/cerca/barreira
murro	porrada/golpe
musico	artista
musse	sobremesa/doce
musselina	têxteis/pano/tecido/fazenda
musth	estágio/fase/período
mutantes	criatura/animal/besta/bicho/ser
mutação	alteração/modificação/variação/mudança
mácula	equívoco/engano/falha/erro
máfia	camarilha
máquina	alguém/maquinaria/indivíduo/alma/pessoa
mártir	vítima
mártires	vítima
máxima	locução/provérbio/ditado/expressão/idioma
máximo	extremo/limitação/limite
máximos	feixe/raio
mãe	progenitora/genitor/progenitor/pai
mãezinha	progenitora/mãe
mão	colecção/auxílio/coleção/socorro/aglomeração/ajuda/acúmulo/assistência
mãos-mortas	influência/força
média	norma
médico	profissional
médico-cientista	cientista
médico-residente	dr./doutor/médico
ménades	mulher
mérito	importância/valor
métodos	metodo/método/técnica
métrica	função
mênades	mulher
mês	etapa/tempo/período
mímica	actor/ator/artista/linguagem/discurso/intérprete/idioma/língua
mímico	actor/ator/artista/intérprete
mínima	tom/nota
míssil	foguetes/rojão/armamento/foguete/arma
módulo	compartimento/componente/parte
mórula	embriões/embrião
múltiplo	produtos/produto
múmia	defunto/cadáver/morto/corpo
múmias	defunto/cadáver/morto/corpo
músculo	força
música	som
músico	artista/intérprete
n	caracter/caractér/carácter/letra
naan	pão
nababo	governador
nacionalidade	status/condição/estado/classe/posição
nacionalismo	doutrina/filosofia/lealdade
nadadeira	sapato/calçado
nadador	atleta/desportista
nadir	adversidade
naipe	ornamento
namorada	mulher
namorado	participante/homem
nanotecnologia	engenharia/tecnologia
nanotécnologia	engenharia/tecnologia
