1940s	decênio/década
nacionalismo	doutrina/filosofia
nacionalização	mudança
naco	tomo/secção/porção/pedaço/parte
nadador	atleta/desportista/turista/viajante
nafta	hidrocarboneto
naftalina	hidrocarboneto
naipe	ornamento
nalga	anatomia
namorada	mulher/amado/amante
namorado	homem/amado/amante
namoro	súplica/petição/apelo
nanotecnologia	engenharia/tecnologia
nanotécnologia	engenharia/tecnologia
napalm	benzina/gasolina
narcótico	entorpecente/droga/medicamento/remédio
nariz	simbolo/símbolos/aceno/emblema/símbolo/sinal
narrativa	mensagem/tópico/assunto/conteúdo
narração	contas/reporte/mensagem/relato/relatório/tópico/assunto/conteúdo
nascente	procedência/procedência/procedência/raiz/raiz/raiz/fonte/fonte/fonte/formação/lugar
nascimento	alteração/modificação/saída/variação/início/começo/princípio/mudança
nata	creme/lacticínio/laticínio
natal	temporada/estação/tempo
nativo	alguém/indivíduo/alma/pessoa/organismo/ser
naturalidade	qualidade
natureza	causador/feição/peculiaridade/cosmo/universo/mundo/criação/causa/qualidade
natureza-morta	pintura
naturismo	costume/costume/hábito/hábito
naufrágio	acidente
navegação	transportação/transporte/expedição/orientação
navio	viatura/veículo
navio-almirante	embarcação/navios/navio/barco
nazareno	habitante/morador
nação	população/população/gente/gente/pessoal/pessoal/povo/povo
neblina	nuvem
nebulosa	colecção/coleção/aglomeração/acúmulo/nuvem
necessidade	carência
necrologia	listagem/lista
necropse	inspecionar/examinar
necrose	morte/morte
necrotério	prédio/edifício
necrópole	locação/sítio/lugar
necrópsia	inspecionar/examinar
nectarina	fruta
neem	árvore
neerlandeses	nação/nação/gente/gente/povo/povo
neerlandês	europeu
negar-sea	lixo/resíduo
negatividade	qualidade
negativismo	qualidade
negligência	equívoco/engano/ausência/falha/erro/delito/delito/insucesso/maltrato/transgressão/transgressão/derrota/falha/perda
negociador	comunicador
negociadora	negociador
negociante	empresário/empresário
negociação	negócio/debate/discussão
negra	alguém/indivíduo/alma/pessoa/mulher
negritude	ideologia
negro	alguém/indivíduo/alma/pessoa
negócio	comercialismo/mercantilismo/transação/comércio/coisas
nematoda	verme
nemátodo	verme
nenê	criança/filho/menino
nenúfar	hidrófita
neocolonialismo	colonialismo
neodimio	metal/metais/metais
neodímio	metal/metais/metais
neologismo	verbo/vocábulo/termo/palavra/invenção
neoplasia	tumores
neozelandês	habitante/morador
neptúnio	metal/metais/metais
nerd	especialista
nerdi	especialista
nervosismo	ânsia/ansiedade/preocupação
nestoriana	seguidor
nestoriano	seguidor
neta	descendência/descendente/filho
neto	descendência/descendente/filho
neurite	inflamação
neurogénese	ontogenia/ontogénese/crescimento
neurolinguística	lingüística/linguística/lingüística
neurolingüística	lingüística/linguística/lingüística
neutralização	anulação/anulação/destruição/devastação
nevada	precipitação
nevasca	intempérie/tempestades/borrasca/tormenta/trovoadas/vendaval/tempestade
neve	camada/estrato/precipitação
nevralgia	cefaleia/dor
nevão	intempérie/tempestades/borrasca/tormenta/trovoadas/vendaval/tempestade
newsgroup	infra-estrutura/instalação
newtoniano	seguidor
nexo	sequência/série
ni	caracter/caractér/carácter/letra
nicho	concavidade
niilismo	doutrina/doutrina/filosofia/filosofia
nimbo	nuvem
ninfa	larva
ninfeta	mulher
ninfomania	concupiscência/cio/eros
ninharia	objeto
ninja	estrato/classe
niobio	metal/metais/metais
niobite	minérios/mineral
niquel	metal/metais/metais
nitrito	radical
nitrogénio	gás
nitrogênio	gás
nivelação	edificação/construção
nióbio	metal/metais/metais
nocaute	porrada/golpe
nodo	madeira
nogueira	madeira
nogueira-comum	madeira
noitada	etapa/etapa/tempo/tempo/período/período
noite	etapa/etapa/etapa/etapa/etapa/etapa/trevas/escuridão/tempo/tempo/tempo/tempo/tempo/tempo/período/período/período/período/período/período/jornada/dia
noivado	rito/ritual/promessa
noivo	homem/amado/amante
nojo	aversão
nome	antenome/antenome/antenome/prenome/prenome/prenome/personagem
nomeador	alguém/indivíduo/alma/pessoa
nomeação	designação/decisão/resolução
nomenclatura	verbo/vocábulo/termo/palavra
nominativo	caso
nomograma	afiguração/representação/imagem/figura/ilustração/desenho
nona	hierarquia/posto/classe/posição
nonagésimo	hierarquia/posto/classe/posição
nono	hierarquia/posto/classe/posição
norma	conceito/concepção/idéia/ideia
norte	regiões/locação/localização/região/ponto/lugar/curso/curso
norte-americano	habitante/morador
norueguesa	europeu
norueguês	europeu
nostalgia	anelo/saudade/anseio/desejo
nota	afirmação/declaração
noticiário	notícia/notícias/artigo
notificação	requerimento/requisição/solicitação/pedido/petição/apelo
notário	funcionário/serventuário
notícia	informação/item
notícias	emissão/informação/informação/programa
nova	estrela
novelista	autor/escritor
noviciado	etapa/tempo/período
novidade	idade
noção	conceito/conceito/concepção/idéia/idéia/pensamento/opinião/ideia
nudismo	costume/hábito
nulidade	ato
numeral	simbolo/símbolos/aceno/emblema/símbolo/sinal
numero	companhia
numerologia	disciplina/disciplina/campo/campo/domínio/domínio
numerário	cobre/divisa/moeda/dinheiro/pagamento/recompensa
numina	espírito/alma/fantasma
nupcias	rito/ritual
nutação	aceno
nutriente	comida/alimento
nutrição	assintência/nutriente/comida/cuidado/alimento
nuvem	agrupação/conjunto/grupo
nádega	anatomia
nádegas	anatomia/abertura
náilon	têxteis/pano/tecido/fazenda
náusea	sintoma/nojo/asco/repugnância/abominação/repulsa/aversão/aversão
náuseas	sintoma
náutica	meta/técnica/habilidade/talento
não-ficção	prosa
não-me-esqueças	erva
não-te-esquece	erva
não-trabalhador	alguém/indivíduo/alma/pessoa
néctar	secreção
nécton	organismo/ser
nêmese	aflição
nêspera	fruta
níquel	metal/metais/metais/divisa/peça/moeda/prata
nível	hierarquia/posto/classe/posição/situação/condição/estado
nó	ligação
núcleo	centro/centro
número	simbolo/símbolos/conceito/aceno/emblema/concepção/grandeza/soma/símbolo/idéia/quantidade/magnitude/ideia/sinal/sinal/atributo/atuação/periódico/revista/quantidade/jornal/custo/propriedade
núpcias	noitada/tarde/noite
nútria	roedor
o	caracter/caractér/carácter/letra
obbligato	seção/parte
obelisco	grafema/letra
objectivo	meta/alvo/intenção
objetivo	meta/meta/alvo/alvo/objectivo/objectivo/intenção/intenção
objeção	comunicado/comunicação
oblação	doação
obliquidade	assimetria
obliqüidade	assimetria
obliteração	destruição/devastação
obra	bens/produto/produção
obra-prima	feito/conquista/façanha/realização/obra/trabalho
obras	atividade/ocupação
obreiro	assalariado/empregado/operário
obrigação	dever/responsabilidade/documento/posse/situação/condição/estado/tarefa/propriedade/trabalho/bem
obscurantismo	dissimulação/enganação
observador	alguém/especialista/indivíduo/alma/pessoa
observando	protetor/guardião/defensor/guarda
observatório	prédio/edifício/edifício/tecido/estrutura/lugar/estação/posto
observação	comentário/facto/mensuração/medição/afirmação/olhada/olhada/medida/declaração/verdade/olhar/olhar
observância	olhada/olhar
obstinação	firmeza
obstipação	sintoma
obstrução	edifício/tecido/estrutura/interferência/atrapalhação/impedimento/manobra
obstáculo	desvantagem/edifício/tecido/estrutura/interferência/atrapalhação/obstrução/obstrução/obstrução/obstrução/obstrução/impedimento/impedimento/impedimento/impedimento/impedimento/impedimento/barreira/dificuldade/dificuldade/dificuldade/problema/problema/problema
obtenção	feito/conquista/façanha/realização/aquisição
oca	formação
ocasião	oportunidade/chance/ocorrente/ocorrente/ocorrência/ocorrência/acontecimento/acontecimento
occipício	osso
oceano	água
oceanógrafo	cientista
ocidental	habitante/morador
ocidente	locação/localização/ponto/lugar
ociosidade	acção/feito/ato/ação
ocitocina	hormona/hormônio/hormônios
oclusão	ataque
ocorrente	acontecimento/evento/fato
ocorrência	ocorrente/acontecimento/acontecimento/evento/fato
octaedro	poliedro/poliedros
octagésimo	hierarquia/posto/classe/posição
octano	hidrocarboneto
octeto	reunião
octogésima	hierarquia/posto/classe/posição
octogésimo	hierarquia/posto/classe/posição
ocultação	interrupção/atividade/ocupação/pausa
ocultismo	causador/disciplina/causa/campo/domínio
ocultista	alguém/indivíduo/alma/pessoa
oculto	causador/causa
ocupante	habitante/morador
ocupação	etapa/acção/feito/ato/ação/tempo/período/atividade/atividade
odiador	alguém/indivíduo/alma/pessoa
odisseia	jornada/viagem
odonatos	insectos/insetos/hemípteros/insecto/inseto
odontólogo	médico
odor	cheiro/atributo/percepção/sensação/propriedade
odores	sensação
ofensa	desfeita/conduta/comportamento/injúria/transgressão
ofensiva	manobra/operação
oferenda	doação
oferta	afirmação/declaração
oficial	funcionário/serventuário/adjudicator/juiz/militar/árbitro
oficina	laboratório/emprego/trabalho
ofício	atividade/ocupação/situação/condição/estado
ogiva	explosivo/explosivo
oireachtas	parlamento
oitante	metro
oitava	hierarquia/posto/classe/posição
oitavo	hierarquia/posto/classe/posição
ojeriza	aversão
oldies	cantiga/canção
oleiro	artesão/artífice
olhada	percepção/inspecionar/examinar/olhar/olhar
olhadela	olhada/olhar
olhador	fenestra/janela
olhar	percepção
olhete	furo/vão/buraco
olhos	perspicácia/pensamento/opinião
oligarca	governante/governador
oligopolio	mercado
oligopólio	mercado
oliguria	sintoma
olimpo	região
olimpíada	etapa/tempo/período
oliveira	madeira
olivina	minérios/mineral
olmo	árvore/madeira
olá	saudação
olímpico	atleta/desportista
ombro	anatomia
omelete	prato
omissão	equívoco/engano/ausência/falha/erro/derrota/perda
omnipotência	situação/condição/estado
omnipresença	presença
omnívoro	criatura/animal/besta/bicho/ser
omoplata	osso
omêga	caracter/caractér/carácter/letra
onda	vaga/mudança/movimento/movimento
ondaleta	vaga/onda
ondinha	vaga/onda
ondulacao	curva/arco
onduleta	vaga/onda
ong	organização
onipresença	presença/presença
onisciência	situação/situação/condição/condição/estado/estado
ontem	passado/dia
ontologia	estrutura/sistema/organização/ordem
onychophora	artropode/artrópode/artrópodes
oologista	fazedor
opacidade	qualidade
opala	minérios/mineral
operacionalidade	predominância/vantagem/benefício
operador	causador/homemdenegócios/empresário/negociante/comerciante/função/causa/manipulador
operando	soma/quantidade/número
operação	atividade/atividade/cálculo/ocupação/ocupação/tarefa/trabalho
operária	trabalhador/senhorita/garota/moça/rapariga/mulher
operário	insectos/insetos/assalariado/hemípteros/insecto/inseto/empregado/trabalhador
opinião	conceito/convicção/crença/sentença/idéia/pensamento/julgamento/fé/perspicácia/perspicácia/mensagem/tópico/assunto/conteúdo/pensamento/pensamento
opioides	narcótico
oponente	competidor/contendor
oportunidade	possibilidade/chance
opositor	alguém/indivíduo/alma/pessoa/desafiante/rival/competidor/competidor/contendor/contendor/concorrente
oposição	chapa/legenda/partido/resistência/acção/atividade/ato/ação/conexão/curso/relação
oposto	oposição
opressão	perseguição
opsina	proteina/proteína/proteínas/proteínas
optimismo	esperança
optimista	alguém/indivíduo/alma/pessoa
optimização	melhoramento/melhoria
opulência	abundancia/riqueza/poder
opção	decisão
opúsculo	livro
ora-pro-nobis	parreira/cipó/videira
orago	protetor/guardião/defensor/santo/guarda
orangerie	plantel/estufa/viveiro/plantação/plantio/viveirodeplantas
oratória	discurso/discurso
oração	requerimento/requisição/solicitação/pedido/petição/apelo
ordem	comando/comando/comando/comando/associação/associação/associação/estrato/estrato/sociedade/sociedade/sociedade/união/união/união/organização/organização/organização/organização/organização/classe/classe/taxon/taxon/taxón/táxon/requerimento/arranjo/arranjo/requisição/solicitação/pedido/petição/apelo
ordenado	prestação
ordenamento	norma/prescrição/regra
ordenação	designação/nomeação/organização
ordália	experiência
ordálio	experiência
orfanato	instituição/instituição
organelo	órgão
organelos	órgão
organismo	sistema/organização/todo/unidade
organismos	sistema/organização
organista	instrumentalista/instrumentalista/instrumentista/instrumentista/tocador/tocador/músico/músico
organistas	instrumentalista/instrumentista/tocador/músico
organização	agrupação/gerenciamento/comunidade/gestão/administração/atividade/conjunto/início/ocupação/começo/grupo/grupo
organza	têxteis/pano/tecido/fazenda
oricterope	mamífero
orientador	autoridade/superior
orientação	posicionamento/atitude/colocação/controlo/controle/curso
orifício	canal
origami	arte/arte
origem	procedência/infra-estrutura/instalação/raiz/nascente/fonte/interseção/início/começo/princípio
originalidade	capacidade/poder/qualidade/habilidade/talento
orla	formação
ornamentador	artista
ornamentação	situação/condição/estado
ornamento	adorno/adorno/ornato/ornato/decoração/decoração/artefato/decoração/decoração
ornato	artefato
orologisto	fazedor
orquite	inflamação
ortiga	maconha
ortodontista	dentista/odontólogo
ortópteros	insectos/insetos/hemípteros/insecto/inseto
orçamento	projecto/programação/capital/projeto/fundo/intenção/programa/plano/afirmação/declaração
oscilação	onda/atividade/ação
osmio	metal/metais/metais
osmirídio	minérios/mineral
osmose	difusão/difusão
ossículo	osso
ostensório	vasilhame/vasilhame/vasilha/vasilha/vaso/vaso
osteopatia	tratamento
osteíte	inflamação
ostia	pão
ostomia	orifício
ostra	porção
ostracoda	crustáceo/crustáceos
otimismo	temperamento/disposição/esperança
otimista	alguém/indivíduo/alma/pessoa
otimização	melhoramento/melhoria
otite	inflamação
ouriço-do-mar	equinodermo/equinodermos
outeiro	morro/barranco/colina/montanha/ladeira/monte
outono	sazão/estação/tempo/período
outrigger	canoa
ouverture	música
ouvida	percepção
ouvinte	oportunidade/pupilo/aluno/chance/estudante
ouvintes	reunião
oval	cónica/cônica
ovação	aplauso/aprovação
ovelha	ovinos/ovinos/carneiro/carneiro/bovídeos
ovinos	bovídeos
ovo	óvulo
ovosefarinha	sobremesa/doce
oxalato	sais/sal
oxalatos	sais/sal
oxiacetileno	solução/mistura
oxicoco	arvoreta/arbusto/mato/moita
oxigenação	atividade/ação
oxigénio	gás
oxigênio	gás
oxitocina	hormona/hormônio/hormônios
oxiácido	ácido
oxítona	verbo/vocábulo/termo/palavra
ozono	gás
ozonosfera	camada/estrato
ozónio	gás
ozônio	gás
oásis	gleba/asilo/refúgio/terreno/região
p	caracter/caracter/caractér/caractér/carácter/carácter/letra/letra
paca	roedor
pacificador	intercessor/negociador/mediador/intermediário
pacifismo	convicção/convicção/crença/crença/fé/fé/opinião/opinião
pacote	colecção/colecção/coleção/coleção/aglomeração/aglomeração/acúmulo/acúmulo/contentor/contêiner/embalagem/embalagem/recipiente/recipiente/recipiente
